match_id,season_year,round,match_date,league_id,home_club,away_club,home_goals,away_goals,ht_home_goals,ht_away_goals
1,2018,1,2018-08-10,1,Man United,Leicester,2,1,1,0
2,2018,1,2018-08-10,5,Marseille,Toulouse,4,0,1,0
3,2018,2,2018-08-11,1,Bournemouth,Cardiff,2,0,1,0
4,2018,2,2018-08-11,1,Fulham,Crystal Palace,0,2,0,1
5,2018,2,2018-08-11,1,Huddersfield,Chelsea,0,3,0,2
6,2018,2,2018-08-11,1,Newcastle,Tottenham,1,2,1,2
7,2018,2,2018-08-11,1,Watford,Brighton,2,0,1,0
8,2018,2,2018-08-11,1,Wolves,Everton,2,2,1,1
9,2018,2,2018-08-11,5,Angers,Nimes,3,4,1,1
10,2018,2,2018-08-11,5,Lille,Rennes,3,1,1,1
11,2018,2,2018-08-11,5,Montpellier,Dijon,1,2,1,0
12,2018,2,2018-08-11,5,Nantes,Monaco,1,3,0,0
13,2018,2,2018-08-11,5,Nice,Reims,0,1,0,1
14,2018,2,2018-08-11,5,St Etienne,Guingamp,2,1,1,0
15,2018,3,2018-08-12,1,Arsenal,Man City,0,2,0,1
16,2018,3,2018-08-12,1,Liverpool,West Ham,4,0,2,0
17,2018,3,2018-08-12,1,Southampton,Burnley,0,0,0,0
18,2018,3,2018-08-12,5,Bordeaux,Strasbourg,0,2,0,0
19,2018,3,2018-08-12,5,Lyon,Amiens,2,0,1,0
20,2018,3,2018-08-12,5,Paris SG,Caen,3,0,2,0
21,2018,1,2018-08-17,2,Betis,Levante,0,3,0,1
22,2018,1,2018-08-17,2,Girona,Valladolid,0,0,0,0
23,2018,4,2018-08-17,5,Reims,Lyon,1,0,1,0
24,2018,4,2018-08-18,1,Cardiff,Newcastle,0,0,0,0
25,2018,4,2018-08-18,1,Chelsea,Arsenal,3,2,2,2
26,2018,4,2018-08-18,1,Everton,Southampton,2,1,2,0
27,2018,4,2018-08-18,1,Leicester,Wolves,2,0,2,0
28,2018,4,2018-08-18,1,Tottenham,Fulham,3,1,1,0
29,2018,4,2018-08-18,1,West Ham,Bournemouth,1,2,1,0
30,2018,2,2018-08-18,2,Barcelona,Alaves,3,0,0,0
31,2018,2,2018-08-18,2,Celta,Espanol,1,1,0,1
32,2018,2,2018-08-18,2,Villarreal,Sociedad,1,2,1,1
33,2018,1,2018-08-18,3,Chievo,Juventus,2,3,1,1
34,2018,1,2018-08-18,3,Lazio,Napoli,1,2,1,1
35,2018,5,2018-08-18,5,Amiens,Montpellier,1,2,0,0
36,2018,5,2018-08-18,5,Caen,Nice,1,1,0,0
37,2018,5,2018-08-18,5,Dijon,Nantes,2,0,1,0
38,2018,5,2018-08-18,5,Guingamp,Paris SG,1,3,1,0
39,2018,5,2018-08-18,5,Monaco,Lille,0,0,0,0
40,2018,5,2018-08-18,5,Rennes,Angers,1,0,0,0
41,2018,5,2018-08-19,1,Brighton,Man United,3,2,3,1
42,2018,5,2018-08-19,1,Burnley,Watford,1,3,1,1
43,2018,5,2018-08-19,1,Man City,Huddersfield,6,1,3,1
44,2018,3,2018-08-19,2,Eibar,Huesca,1,2,0,2
45,2018,3,2018-08-19,2,Real Madrid,Getafe,2,0,1,0
46,2018,3,2018-08-19,2,Vallecano,Sevilla,1,4,0,3
47,2018,2,2018-08-19,3,Bologna,Spal,0,1,0,0
48,2018,2,2018-08-19,3,Empoli,Cagliari,2,0,1,0
49,2018,2,2018-08-19,3,Parma,Udinese,2,2,1,0
50,2018,2,2018-08-19,3,Sassuolo,Inter,1,0,1,0
51,2018,2,2018-08-19,3,Torino,Roma,0,1,0,0
52,2018,6,2018-08-19,5,Nimes,Marseille,3,1,1,0
53,2018,6,2018-08-19,5,Strasbourg,St Etienne,1,1,0,0
54,2018,6,2018-08-19,5,Toulouse,Bordeaux,2,1,1,0
55,2018,6,2018-08-20,1,Crystal Palace,Liverpool,0,2,0,1
56,2018,4,2018-08-20,2,Ath Bilbao,Leganes,2,1,1,1
57,2018,4,2018-08-20,2,Valencia,Ath Madrid,1,1,0,1
58,2018,3,2018-08-20,3,Atalanta,Frosinone,4,0,1,0
59,2018,5,2018-08-24,2,Getafe,Eibar,2,0,1,0
60,2018,5,2018-08-24,2,Leganes,Sociedad,2,2,0,2
61,2018,1,2018-08-24,4,Bayern Munich,Hoffenheim,3,1,1,0
62,2018,7,2018-08-24,5,Lyon,Strasbourg,2,0,1,0
63,2018,7,2018-08-25,1,Arsenal,West Ham,3,1,1,1
64,2018,7,2018-08-25,1,Bournemouth,Everton,2,2,0,0
65,2018,7,2018-08-25,1,Huddersfield,Cardiff,0,0,0,0
66,2018,7,2018-08-25,1,Liverpool,Brighton,1,0,1,0
67,2018,7,2018-08-25,1,Southampton,Leicester,1,2,0,0
68,2018,7,2018-08-25,1,Wolves,Man City,1,1,0,0
69,2018,6,2018-08-25,2,Alaves,Betis,0,0,0,0
70,2018,6,2018-08-25,2,Ath Madrid,Vallecano,1,0,0,0
71,2018,6,2018-08-25,2,Valladolid,Barcelona,0,1,0,0
72,2018,4,2018-08-25,3,Juventus,Lazio,2,0,1,0
73,2018,4,2018-08-25,3,Napoli,Milan,3,2,0,1
74,2018,2,2018-08-25,4,Fortuna Dusseldorf,Augsburg,1,2,1,0
75,2018,2,2018-08-25,4,Freiburg,Ein Frankfurt,0,2,0,1
76,2018,2,2018-08-25,4,Hertha,Nurnberg,1,0,1,0
77,2018,2,2018-08-25,4,M'gladbach,Leverkusen,2,0,0,0
78,2018,2,2018-08-25,4,Werder Bremen,Hannover,1,1,0,0
79,2018,2,2018-08-25,4,Wolfsburg,Schalke 04,2,1,1,0
80,2018,8,2018-08-25,5,Amiens,Reims,4,1,1,0
81,2018,8,2018-08-25,5,Montpellier,St Etienne,0,0,0,0
82,2018,8,2018-08-25,5,Nantes,Caen,1,1,0,1
83,2018,8,2018-08-25,5,Nice,Dijon,0,4,0,0
84,2018,8,2018-08-25,5,Paris SG,Angers,3,1,1,1
85,2018,8,2018-08-25,5,Toulouse,Nimes,1,0,0,0
86,2018,8,2018-08-26,1,Fulham,Burnley,4,2,3,2
87,2018,8,2018-08-26,1,Newcastle,Chelsea,1,2,0,0
88,2018,8,2018-08-26,1,Watford,Crystal Palace,2,1,0,0
89,2018,7,2018-08-26,2,Espanol,Valencia,2,0,0,0
90,2018,7,2018-08-26,2,Girona,Real Madrid,1,4,1,1
91,2018,7,2018-08-26,2,Sevilla,Villarreal,0,0,0,0
92,2018,5,2018-08-26,3,Cagliari,Sassuolo,2,2,1,0
93,2018,5,2018-08-26,3,Fiorentina,Chievo,6,1,2,0
94,2018,5,2018-08-26,3,Frosinone,Bologna,0,0,0,0
95,2018,5,2018-08-26,3,Genoa,Empoli,2,1,2,0
96,2018,5,2018-08-26,3,Inter,Torino,2,2,2,0
97,2018,5,2018-08-26,3,Spal,Parma,1,0,0,0
98,2018,5,2018-08-26,3,Udinese,Sampdoria,1,0,1,0
99,2018,3,2018-08-26,4,Dortmund,RB Leipzig,4,1,3,1
100,2018,3,2018-08-26,4,Mainz,Stuttgart,1,0,0,0
101,2018,9,2018-08-26,5,Bordeaux,Monaco,2,1,0,0
102,2018,9,2018-08-26,5,Lille,Guingamp,3,0,2,0
103,2018,9,2018-08-26,5,Marseille,Rennes,2,2,0,2
104,2018,9,2018-08-27,1,Man United,Tottenham,0,3,0,0
105,2018,8,2018-08-27,2,Ath Bilbao,Huesca,2,2,0,0
106,2018,8,2018-08-27,2,Levante,Celta,1,2,0,2
107,2018,6,2018-08-27,3,Roma,Atalanta,3,3,1,3
108,2018,9,2018-08-31,2,Eibar,Sociedad,2,1,1,1
109,2018,9,2018-08-31,2,Getafe,Valladolid,0,0,0,0
110,2018,9,2018-08-31,2,Villarreal,Girona,0,1,0,0
111,2018,7,2018-08-31,3,Milan,Roma,2,1,1,0
112,2018,4,2018-08-31,4,Hannover,Dortmund,0,0,0,0
113,2018,10,2018-08-31,5,Lyon,Nice,0,1,0,0
114,2018,10,2018-09-01,1,Brighton,Fulham,2,2,0,1
115,2018,10,2018-09-01,1,Chelsea,Bournemouth,2,0,0,0
116,2018,10,2018-09-01,1,Crystal Palace,Southampton,0,2,0,0
117,2018,10,2018-09-01,1,Everton,Huddersfield,1,1,1,1
118,2018,10,2018-09-01,1,Leicester,Liverpool,1,2,0,2
119,2018,10,2018-09-01,1,Man City,Newcastle,2,1,1,1
120,2018,10,2018-09-01,1,West Ham,Wolves,0,1,0,0
121,2018,10,2018-09-01,2,Celta,Ath Madrid,2,0,0,0
122,2018,10,2018-09-01,2,Real Madrid,Leganes,4,1,1,1
123,2018,8,2018-09-01,3,Bologna,Inter,0,3,0,0
124,2018,8,2018-09-01,3,Parma,Juventus,1,2,1,1
125,2018,5,2018-09-01,4,Augsburg,M'gladbach,1,1,1,0
126,2018,5,2018-09-01,4,Ein Frankfurt,Werder Bremen,1,2,0,1
127,2018,5,2018-09-01,4,Hoffenheim,Freiburg,3,1,0,1
128,2018,5,2018-09-01,4,Leverkusen,Wolfsburg,1,3,1,1
129,2018,5,2018-09-01,4,Nurnberg,Mainz,1,1,0,1
130,2018,5,2018-09-01,4,Stuttgart,Bayern Munich,0,3,0,1
131,2018,11,2018-09-01,5,Angers,Lille,1,0,0,0
132,2018,11,2018-09-01,5,Dijon,Caen,0,2,0,1
133,2018,11,2018-09-01,5,Guingamp,Toulouse,1,2,1,2
134,2018,11,2018-09-01,5,Nimes,Paris SG,2,4,0,2
135,2018,11,2018-09-01,5,Reims,Montpellier,0,1,0,0
136,2018,11,2018-09-01,5,Strasbourg,Nantes,2,3,1,2
137,2018,11,2018-09-02,1,Burnley,Man United,0,2,0,2
138,2018,11,2018-09-02,1,Cardiff,Arsenal,2,3,1,1
139,2018,11,2018-09-02,1,Watford,Tottenham,2,1,0,0
140,2018,11,2018-09-02,2,Alaves,Espanol,2,1,0,1
141,2018,11,2018-09-02,2,Barcelona,Huesca,8,2,3,2
142,2018,11,2018-09-02,2,Betis,Sevilla,1,0,0,0
143,2018,11,2018-09-02,2,Levante,Valencia,2,2,2,1
144,2018,9,2018-09-02,3,Atalanta,Cagliari,0,1,0,1
145,2018,9,2018-09-02,3,Chievo,Empoli,0,0,0,0
146,2018,9,2018-09-02,3,Fiorentina,Udinese,1,0,0,0
147,2018,9,2018-09-02,3,Lazio,Frosinone,1,0,0,0
148,2018,9,2018-09-02,3,Sampdoria,Napoli,3,0,2,0
149,2018,9,2018-09-02,3,Sassuolo,Genoa,5,3,4,1
150,2018,9,2018-09-02,3,Torino,Spal,1,0,0,0
151,2018,6,2018-09-02,4,RB Leipzig,Fortuna Dusseldorf,1,1,0,0
152,2018,6,2018-09-02,4,Schalke 04,Hertha,0,2,0,1
153,2018,12,2018-09-02,5,Monaco,Marseille,2,3,0,1
154,2018,12,2018-09-02,5,Rennes,Bordeaux,2,0,2,0
155,2018,12,2018-09-02,5,St Etienne,Amiens,0,0,0,0
156,2018,12,2018-09-14,2,Huesca,Vallecano,0,1,0,1
157,2018,7,2018-09-14,4,Dortmund,Ein Frankfurt,3,1,1,0
158,2018,13,2018-09-14,5,Nice,Rennes,2,1,0,0
159,2018,13,2018-09-14,5,Paris SG,St Etienne,4,0,1,0
160,2018,12,2018-09-15,1,Bournemouth,Leicester,4,2,3,0
161,2018,12,2018-09-15,1,Chelsea,Cardiff,4,1,2,1
162,2018,12,2018-09-15,1,Huddersfield,Crystal Palace,0,1,0,1
163,2018,12,2018-09-15,1,Man City,Fulham,3,0,2,0
164,2018,12,2018-09-15,1,Newcastle,Arsenal,1,2,0,0
165,2018,12,2018-09-15,1,Tottenham,Liverpool,1,2,0,1
166,2018,12,2018-09-15,1,Watford,Man United,1,2,0,2
167,2018,13,2018-09-15,2,Ath Bilbao,Real Madrid,1,1,1,0
168,2018,13,2018-09-15,2,Ath Madrid,Eibar,1,1,0,0
169,2018,13,2018-09-15,2,Sociedad,Barcelona,1,2,1,0
170,2018,13,2018-09-15,2,Valencia,Betis,0,0,0,0
171,2018,10,2018-09-15,3,Frosinone,Sampdoria,0,5,0,1
172,2018,10,2018-09-15,3,Inter,Parma,0,1,0,0
173,2018,10,2018-09-15,3,Napoli,Fiorentina,1,0,0,0
174,2018,8,2018-09-15,4,Bayern Munich,Leverkusen,3,1,2,1
175,2018,8,2018-09-15,4,Fortuna Dusseldorf,Hoffenheim,2,1,1,0
176,2018,8,2018-09-15,4,M'gladbach,Schalke 04,2,1,1,0
177,2018,8,2018-09-15,4,Mainz,Augsburg,2,1,0,0
178,2018,8,2018-09-15,4,RB Leipzig,Hannover,3,2,2,1
179,2018,8,2018-09-15,4,Wolfsburg,Hertha,2,2,0,0
180,2018,14,2018-09-15,5,Amiens,Lille,2,3,0,1
181,2018,14,2018-09-15,5,Caen,Lyon,2,2,0,1
182,2018,14,2018-09-15,5,Dijon,Angers,1,3,1,3
183,2018,14,2018-09-15,5,Montpellier,Strasbourg,1,1,0,0
184,2018,14,2018-09-15,5,Toulouse,Monaco,1,1,0,0
185,2018,13,2018-09-16,1,Everton,West Ham,1,3,1,2
186,2018,13,2018-09-16,1,Wolves,Burnley,1,0,0,0
187,2018,14,2018-09-16,2,Espanol,Levante,1,0,0,0
188,2018,14,2018-09-16,2,Leganes,Villarreal,0,1,0,0
189,2018,14,2018-09-16,2,Sevilla,Getafe,0,2,0,2
190,2018,14,2018-09-16,2,Valladolid,Alaves,0,1,0,0
191,2018,11,2018-09-16,3,Cagliari,Milan,1,1,1,0
192,2018,11,2018-09-16,3,Empoli,Lazio,0,1,0,0
193,2018,11,2018-09-16,3,Genoa,Bologna,1,0,0,0
194,2018,11,2018-09-16,3,Juventus,Sassuolo,2,1,0,0
195,2018,11,2018-09-16,3,Roma,Chievo,2,2,2,0
196,2018,11,2018-09-16,3,Udinese,Torino,1,1,1,0
197,2018,9,2018-09-16,4,Freiburg,Stuttgart,3,3,1,1
198,2018,9,2018-09-16,4,Werder Bremen,Nurnberg,1,1,1,0
199,2018,15,2018-09-16,5,Bordeaux,Nimes,3,3,1,2
200,2018,15,2018-09-16,5,Marseille,Guingamp,4,0,0,0
201,2018,15,2018-09-16,5,Nantes,Reims,0,0,0,0
202,2018,14,2018-09-17,1,Southampton,Brighton,2,2,1,0
203,2018,15,2018-09-17,2,Girona,Celta,3,2,2,1
204,2018,12,2018-09-17,3,Spal,Atalanta,2,0,0,0
205,2018,13,2018-09-19,3,Sampdoria,Fiorentina,1,1,0,1
206,2018,16,2018-09-21,2,Huesca,Sociedad,0,1,0,0
207,2018,14,2018-09-21,3,Sassuolo,Empoli,3,1,1,1
208,2018,10,2018-09-21,4,Stuttgart,Fortuna Dusseldorf,0,0,0,0
209,2018,16,2018-09-21,5,Monaco,Nimes,1,1,1,1
210,2018,15,2018-09-22,1,Brighton,Tottenham,1,2,0,1
211,2018,15,2018-09-22,1,Burnley,Bournemouth,4,0,2,0
212,2018,15,2018-09-22,1,Cardiff,Man City,0,5,0,3
213,2018,15,2018-09-22,1,Crystal Palace,Newcastle,0,0,0,0
214,2018,15,2018-09-22,1,Fulham,Watford,1,1,0,1
215,2018,15,2018-09-22,1,Leicester,Huddersfield,3,1,1,1
216,2018,15,2018-09-22,1,Liverpool,Southampton,3,0,3,0
217,2018,15,2018-09-22,1,Man United,Wolves,1,1,1,0
218,2018,17,2018-09-22,2,Celta,Valladolid,3,3,2,1
219,2018,17,2018-09-22,2,Eibar,Leganes,1,0,0,0
220,2018,17,2018-09-22,2,Getafe,Ath Madrid,0,2,0,1
221,2018,17,2018-09-22,2,Real Madrid,Espanol,1,0,1,0
222,2018,17,2018-09-22,2,Vallecano,Alaves,1,5,1,2
223,2018,15,2018-09-22,3,Fiorentina,Spal,3,0,2,0
224,2018,15,2018-09-22,3,Parma,Cagliari,2,0,1,0
225,2018,15,2018-09-22,3,Sampdoria,Inter,0,1,0,0
226,2018,11,2018-09-22,4,Augsburg,Werder Bremen,2,3,1,2
227,2018,11,2018-09-22,4,Hertha,M'gladbach,4,2,2,1
228,2018,11,2018-09-22,4,Hoffenheim,Dortmund,1,1,1,0
229,2018,11,2018-09-22,4,Nurnberg,Hannover,2,0,0,0
230,2018,11,2018-09-22,4,Schalke 04,Bayern Munich,0,2,0,1
231,2018,11,2018-09-22,4,Wolfsburg,Freiburg,1,3,0,2
232,2018,17,2018-09-22,5,Angers,Toulouse,0,0,0,0
233,2018,17,2018-09-22,5,Lille,Nantes,2,1,1,0
234,2018,17,2018-09-22,5,Montpellier,Nice,1,0,1,0
235,2018,17,2018-09-22,5,Reims,Dijon,0,0,0,0
236,2018,17,2018-09-22,5,St Etienne,Caen,2,1,0,1
237,2018,17,2018-09-22,5,Strasbourg,Amiens,3,1,0,1
238,2018,16,2018-09-23,1,Arsenal,Everton,2,0,0,0
239,2018,16,2018-09-23,1,West Ham,Chelsea,0,0,0,0
240,2018,18,2018-09-23,2,Barcelona,Girona,2,2,1,1
241,2018,18,2018-09-23,2,Betis,Ath Bilbao,2,2,0,2
242,2018,18,2018-09-23,2,Levante,Sevilla,2,6,1,4
243,2018,18,2018-09-23,2,Villarreal,Valencia,0,0,0,0
244,2018,16,2018-09-23,3,Bologna,Roma,2,0,1,0
245,2018,16,2018-09-23,3,Chievo,Udinese,0,2,0,0
246,2018,16,2018-09-23,3,Frosinone,Juventus,0,2,0,0
247,2018,16,2018-09-23,3,Lazio,Genoa,4,1,2,0
248,2018,16,2018-09-23,3,Milan,Atalanta,2,2,1,0
249,2018,16,2018-09-23,3,Torino,Napoli,1,3,0,2
250,2018,12,2018-09-23,4,Ein Frankfurt,RB Leipzig,1,1,1,0
251,2018,12,2018-09-23,4,Leverkusen,Mainz,1,0,0,0
252,2018,18,2018-09-23,5,Guingamp,Bordeaux,1,3,0,0
253,2018,18,2018-09-23,5,Lyon,Marseille,4,2,1,1
254,2018,18,2018-09-23,5,Rennes,Paris SG,1,3,1,1
255,2018,19,2018-09-25,2,Ath Madrid,Huesca,3,0,3,0
256,2018,19,2018-09-25,2,Espanol,Eibar,1,0,0,0
257,2018,19,2018-09-25,2,Sociedad,Vallecano,2,2,1,2
258,2018,17,2018-09-25,3,Inter,Fiorentina,2,1,1,0
259,2018,13,2018-09-25,4,Bayern Munich,Augsburg,1,1,0,0
260,2018,13,2018-09-25,4,Freiburg,Schalke 04,1,0,0,0
261,2018,13,2018-09-25,4,Hannover,Hoffenheim,1,3,0,1
262,2018,13,2018-09-25,4,Werder Bremen,Hertha,3,1,2,0
263,2018,19,2018-09-25,5,Monaco,Angers,0,1,0,1
264,2018,19,2018-09-25,5,Nantes,Nice,1,2,0,1
265,2018,19,2018-09-25,5,Toulouse,St Etienne,2,3,0,1
266,2018,20,2018-09-26,2,Ath Bilbao,Villarreal,0,3,0,0
267,2018,20,2018-09-26,2,Leganes,Barcelona,2,1,0,1
268,2018,20,2018-09-26,2,Sevilla,Real Madrid,3,0,3,0
269,2018,20,2018-09-26,2,Valencia,Celta,1,1,1,0
270,2018,18,2018-09-26,3,Atalanta,Torino,0,0,0,0
271,2018,18,2018-09-26,3,Cagliari,Sampdoria,0,0,0,0
272,2018,18,2018-09-26,3,Genoa,Chievo,2,0,1,0
273,2018,18,2018-09-26,3,Juventus,Bologna,2,0,2,0
274,2018,18,2018-09-26,3,Napoli,Parma,3,0,1,0
275,2018,18,2018-09-26,3,Roma,Frosinone,4,0,3,0
276,2018,18,2018-09-26,3,Udinese,Lazio,1,2,0,0
277,2018,14,2018-09-26,4,Dortmund,Nurnberg,7,0,2,0
278,2018,14,2018-09-26,4,Fortuna Dusseldorf,Leverkusen,1,2,0,0
279,2018,14,2018-09-26,4,M'gladbach,Ein Frankfurt,3,1,0,0
280,2018,14,2018-09-26,4,Mainz,Wolfsburg,0,0,0,0
281,2018,14,2018-09-26,4,RB Leipzig,Stuttgart,2,0,1,0
282,2018,20,2018-09-26,5,Amiens,Rennes,2,1,0,0
283,2018,20,2018-09-26,5,Bordeaux,Lille,1,0,1,0
284,2018,20,2018-09-26,5,Caen,Montpellier,2,2,1,1
285,2018,20,2018-09-26,5,Dijon,Lyon,0,3,0,3
286,2018,20,2018-09-26,5,Marseille,Strasbourg,3,2,2,1
287,2018,20,2018-09-26,5,Nimes,Guingamp,0,0,0,0
288,2018,20,2018-09-26,5,Paris SG,Reims,4,1,3,1
289,2018,21,2018-09-27,2,Alaves,Getafe,1,1,0,0
290,2018,21,2018-09-27,2,Girona,Betis,0,1,0,0
291,2018,21,2018-09-27,2,Valladolid,Levante,2,1,0,0
292,2018,19,2018-09-27,3,Empoli,Milan,1,1,0,1
293,2018,19,2018-09-27,3,Spal,Sassuolo,0,2,0,0
294,2018,22,2018-09-28,2,Vallecano,Espanol,2,2,1,2
295,2018,15,2018-09-28,4,Hertha,Bayern Munich,2,0,2,0
296,2018,21,2018-09-28,5,St Etienne,Monaco,2,0,1,0
297,2018,17,2018-09-29,1,Arsenal,Watford,2,0,0,0
298,2018,17,2018-09-29,1,Chelsea,Liverpool,1,1,1,0
299,2018,17,2018-09-29,1,Everton,Fulham,3,0,0,0
300,2018,17,2018-09-29,1,Huddersfield,Tottenham,0,2,0,2
301,2018,17,2018-09-29,1,Man City,Brighton,2,0,1,0
302,2018,17,2018-09-29,1,Newcastle,Leicester,0,2,0,1
303,2018,17,2018-09-29,1,West Ham,Man United,3,1,2,0
304,2018,17,2018-09-29,1,Wolves,Southampton,2,0,0,0
305,2018,23,2018-09-29,2,Barcelona,Ath Bilbao,1,1,0,1
306,2018,23,2018-09-29,2,Eibar,Sevilla,1,3,0,0
307,2018,23,2018-09-29,2,Real Madrid,Ath Madrid,0,0,0,0
308,2018,23,2018-09-29,2,Sociedad,Valencia,0,1,0,1
309,2018,20,2018-09-29,3,Inter,Cagliari,2,0,1,0
310,2018,20,2018-09-29,3,Juventus,Napoli,3,1,1,1
311,2018,20,2018-09-29,3,Roma,Lazio,3,1,1,0
312,2018,16,2018-09-29,4,Hoffenheim,RB Leipzig,1,2,0,0
313,2018,16,2018-09-29,4,Leverkusen,Dortmund,2,4,2,0
314,2018,16,2018-09-29,4,Nurnberg,Fortuna Dusseldorf,3,0,1,0
315,2018,16,2018-09-29,4,Schalke 04,Mainz,1,0,1,0
316,2018,16,2018-09-29,4,Stuttgart,Werder Bremen,2,1,1,0
317,2018,16,2018-09-29,4,Wolfsburg,M'gladbach,2,2,1,1
318,2018,22,2018-09-29,5,Angers,Guingamp,0,1,0,1
319,2018,22,2018-09-29,5,Caen,Amiens,1,0,1,0
320,2018,22,2018-09-29,5,Lyon,Nantes,1,1,1,0
321,2018,22,2018-09-29,5,Nice,Paris SG,0,3,0,1
322,2018,22,2018-09-29,5,Reims,Bordeaux,0,0,0,0
323,2018,22,2018-09-29,5,Strasbourg,Dijon,3,0,1,0
324,2018,18,2018-09-30,1,Cardiff,Burnley,1,2,0,0
325,2018,24,2018-09-30,2,Betis,Leganes,1,0,0,0
326,2018,24,2018-09-30,2,Huesca,Girona,1,1,0,1
327,2018,24,2018-09-30,2,Levante,Alaves,2,1,2,1
328,2018,24,2018-09-30,2,Villarreal,Valladolid,0,1,0,0
329,2018,21,2018-09-30,3,Bologna,Udinese,2,1,1,1
330,2018,21,2018-09-30,3,Chievo,Torino,0,1,0,0
331,2018,21,2018-09-30,3,Fiorentina,Atalanta,2,0,0,0
332,2018,21,2018-09-30,3,Frosinone,Genoa,1,2,1,2
333,2018,21,2018-09-30,3,Parma,Empoli,1,0,1,0
334,2018,21,2018-09-30,3,Sassuolo,Milan,1,4,0,1
335,2018,17,2018-09-30,4,Augsburg,Freiburg,4,1,2,0
336,2018,17,2018-09-30,4,Ein Frankfurt,Hannover,4,1,2,0
337,2018,23,2018-09-30,5,Lille,Marseille,3,0,0,0
338,2018,23,2018-09-30,5,Montpellier,Nimes,3,0,2,0
339,2018,23,2018-09-30,5,Rennes,Toulouse,1,1,0,0
340,2018,19,2018-10-01,1,Bournemouth,Crystal Palace,2,1,1,0
341,2018,25,2018-10-01,2,Celta,Getafe,1,1,1,0
342,2018,22,2018-10-01,3,Sampdoria,Spal,2,1,1,1
343,2018,20,2018-10-05,1,Brighton,West Ham,1,0,1,0
344,2018,26,2018-10-05,2,Ath Bilbao,Sociedad,1,3,1,1
345,2018,23,2018-10-05,3,Torino,Frosinone,3,2,1,0
346,2018,18,2018-10-05,4,Werder Bremen,Wolfsburg,2,0,1,0
347,2018,24,2018-10-05,5,Toulouse,Nice,1,1,0,1
348,2018,21,2018-10-06,1,Burnley,Huddersfield,1,1,1,0
349,2018,21,2018-10-06,1,Crystal Palace,Wolves,0,1,0,0
350,2018,21,2018-10-06,1,Leicester,Everton,1,2,1,1
351,2018,21,2018-10-06,1,Man United,Newcastle,3,2,0,2
352,2018,21,2018-10-06,1,Tottenham,Cardiff,1,0,1,0
353,2018,21,2018-10-06,1,Watford,Bournemouth,0,4,0,3
354,2018,27,2018-10-06,2,Alaves,Real Madrid,1,0,0,0
355,2018,27,2018-10-06,2,Getafe,Levante,0,1,0,0
356,2018,27,2018-10-06,2,Girona,Eibar,2,3,2,2
357,2018,27,2018-10-06,2,Leganes,Vallecano,1,0,1,0
358,2018,24,2018-10-06,3,Cagliari,Bologna,2,0,1,0
359,2018,24,2018-10-06,3,Empoli,Roma,0,2,0,1
360,2018,24,2018-10-06,3,Udinese,Juventus,0,2,0,2
361,2018,19,2018-10-06,4,Bayern Munich,M'gladbach,0,3,0,2
362,2018,19,2018-10-06,4,Dortmund,Augsburg,4,3,0,1
363,2018,19,2018-10-06,4,Fortuna Dusseldorf,Schalke 04,0,2,0,0
364,2018,19,2018-10-06,4,Hannover,Stuttgart,3,1,2,0
365,2018,19,2018-10-06,4,Mainz,Hertha,0,0,0,0
366,2018,25,2018-10-06,5,Amiens,Dijon,1,0,1,0
367,2018,25,2018-10-06,5,Angers,Strasbourg,2,2,0,2
368,2018,25,2018-10-06,5,Guingamp,Montpellier,1,1,0,1
369,2018,25,2018-10-06,5,Lille,St Etienne,3,1,1,1
370,2018,25,2018-10-06,5,Nimes,Reims,0,0,0,0
371,2018,22,2018-10-07,1,Fulham,Arsenal,1,5,1,1
372,2018,22,2018-10-07,1,Liverpool,Man City,0,0,0,0
373,2018,22,2018-10-07,1,Southampton,Chelsea,0,3,0,1
374,2018,28,2018-10-07,2,Ath Madrid,Betis,1,0,0,0
375,2018,28,2018-10-07,2,Espanol,Villarreal,3,1,1,1
376,2018,28,2018-10-07,2,Sevilla,Celta,2,1,1,0
377,2018,28,2018-10-07,2,Valencia,Barcelona,1,1,1,1
378,2018,28,2018-10-07,2,Valladolid,Huesca,1,0,1,0
379,2018,25,2018-10-07,3,Atalanta,Sampdoria,0,1,0,0
380,2018,25,2018-10-07,3,Genoa,Parma,1,3,1,3
381,2018,25,2018-10-07,3,Lazio,Fiorentina,1,0,1,0
382,2018,25,2018-10-07,3,Milan,Chievo,3,1,2,0
383,2018,25,2018-10-07,3,Napoli,Sassuolo,2,0,1,0
384,2018,25,2018-10-07,3,Spal,Inter,1,2,0,1
385,2018,20,2018-10-07,4,Freiburg,Leverkusen,0,0,0,0
386,2018,20,2018-10-07,4,Hoffenheim,Ein Frankfurt,1,2,0,1
387,2018,20,2018-10-07,4,RB Leipzig,Nurnberg,6,0,4,0
388,2018,26,2018-10-07,5,Bordeaux,Nantes,3,0,3,0
389,2018,26,2018-10-07,5,Marseille,Caen,2,0,2,0
390,2018,26,2018-10-07,5,Monaco,Rennes,1,2,0,1
391,2018,26,2018-10-07,5,Paris SG,Lyon,5,0,1,0
392,2018,29,2018-10-19,2,Celta,Alaves,0,1,0,0
393,2018,21,2018-10-19,4,Ein Frankfurt,Fortuna Dusseldorf,7,1,3,0
394,2018,27,2018-10-19,5,Lyon,Nimes,2,0,1,0
395,2018,23,2018-10-20,1,Bournemouth,Southampton,0,0,0,0
